#DEBUG: Format Typ    -> tdf
#DEBUG: Time Period   -> 2014-12-01 00:00:00+00:00 2017-01-31 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station	valid	tmpc	p01m
LGA	2015-06-07 08:51	13.90	  0.0
LGA	2015-06-07 09:51	13.90	  0.0
NYC	2015-06-07 09:51	13.30	  0.0
JFK	2015-06-07 09:51	13.30	  0.0
LGA	2015-06-07 10:51	14.40	  0.0
JFK	2015-06-07 10:51	15.00	  0.0
NYC	2015-06-07 10:51	14.40	  0.0
NYC	2015-06-07 11:51	15.60	  0.0
LGA	2015-06-07 11:51	15.60	  0.0
JFK	2015-06-07 11:51	16.70	  0.0
NYC	2015-06-07 12:51	16.70	  0.0
JFK	2015-06-07 12:51	18.90	  0.0
LGA	2015-06-07 12:51	16.10	  0.0
JFK	2015-06-07 13:51	20.00	  0.0
NYC	2015-06-07 13:51	18.30	  0.0
LGA	2015-06-07 13:51	17.20	  0.0
JFK	2015-06-07 14:51	20.60	  0.0
LGA	2015-06-07 14:51	19.40	  0.0
NYC	2015-06-07 14:51	20.00	  0.0
NYC	2015-06-07 15:51	22.80	  0.0
LGA	2015-06-07 15:51	21.70	  0.0
JFK	2015-06-07 15:51	21.10	  0.0
JFK	2015-06-07 16:51	21.10	  0.0
NYC	2015-06-07 16:51	22.80	  0.0
LGA	2015-06-07 16:51	21.70	  0.0
NYC	2015-06-07 17:51	22.80	  0.0
LGA	2015-06-07 17:51	21.70	  0.0
JFK	2015-06-07 17:51	21.10	  0.0
NYC	2015-06-07 18:51	22.80	  0.0
JFK	2015-06-07 18:51	21.10	  0.0
LGA	2015-06-07 18:51	21.10	  0.0
NYC	2015-06-07 19:51	21.70	  0.0
LGA	2015-06-07 19:51	21.70	  0.0
JFK	2015-06-07 19:51	20.60	  0.0
LGA	2015-06-07 20:51	21.10	  0.0
NYC	2015-06-07 20:51	21.10	  0.0
JFK	2015-06-07 20:51	20.00	  0.0
NYC	2015-06-07 21:51	20.00	  0.0
JFK	2015-06-07 21:51	19.40	  0.0
LGA	2015-06-07 21:51	20.00	  0.0
JFK	2015-06-07 22:51	18.90	  0.0
NYC	2015-06-07 22:51	19.40	  0.0
LGA	2015-06-07 22:51	19.40	  0.0
JFK	2015-06-07 23:51	17.80	  0.0
LGA	2015-06-07 23:51	18.90	  0.0
NYC	2015-06-07 23:51	18.30	  0.0
NYC	2015-06-08 00:51	17.80	  0.0
LGA	2015-06-08 00:51	17.80	  0.0
JFK	2015-06-08 00:51	17.20	  0.0
JFK	2015-06-08 01:51	16.70	  0.0
NYC	2015-06-08 01:51	17.80	  0.0
LGA	2015-06-08 01:51	17.80	  0.0
NYC	2015-06-08 02:51	17.80	  0.0
LGA	2015-06-08 02:51	17.20	  0.0
JFK	2015-06-08 02:51	16.70	  0.0
LGA	2015-06-08 03:51	17.20	  0.0
NYC	2015-06-08 03:51	17.80	  0.0
JFK	2015-06-08 03:51	16.70	  0.0
LGA	2015-06-08 04:51	17.20	  0.0
JFK	2015-06-08 04:51	16.70	  0.0
NYC	2015-06-08 04:51	17.80	  0.0
JFK	2015-06-08 05:51	16.70	  0.0
NYC	2015-06-08 05:51	17.80	  0.0
LGA	2015-06-08 05:51	16.70	  0.0
LGA	2015-06-08 06:51	17.20	  0.0
NYC	2015-06-08 06:51	17.20	  0.0
JFK	2015-06-08 06:51	16.70	  0.0
JFK	2015-06-08 07:51	16.70	  0.0
NYC	2015-06-08 07:51	17.20	  0.0
LGA	2015-06-08 07:51	17.20	  0.0
LGA	2015-06-08 08:51	17.20	  0.0
NYC	2015-06-08 08:51	17.80	  0.0
JFK	2015-06-08 08:51	16.70	  0.0
JFK	2015-06-08 09:51	16.70	  0.0
NYC	2015-06-08 09:51	17.80	  0.0
LGA	2015-06-08 09:51	17.20	  0.0
NYC	2015-06-08 10:51	17.80	  0.0
JFK	2015-06-08 10:51	17.20	  0.0
LGA	2015-06-08 10:51	17.20	  0.0
JFK	2015-06-08 11:51	17.80	  0.0
NYC	2015-06-08 11:51	18.90	  0.0
LGA	2015-06-08 11:51	18.30	  0.0
LGA	2015-06-08 12:51	19.40	  0.0
NYC	2015-06-08 12:51	18.90	  0.0
JFK	2015-06-08 12:51	18.90	  0.0
LGA	2015-06-08 13:51	20.00	  0.0
JFK	2015-06-08 13:51	18.90	  0.0
NYC	2015-06-08 13:51	19.40	  0.0
LGA	2015-06-08 14:51	20.00	  0.0
NYC	2015-06-08 14:51	20.60	 0.29
JFK	2015-06-08 14:51	19.40	  0.0
LGA	2015-06-08 15:51	21.70	  0.0
JFK	2015-06-08 15:51	20.00	  0.0
NYC	2015-06-08 15:51	21.70	  0.0
NYC	2015-06-08 16:51	23.90	  0.0
LGA	2015-06-08 16:51	23.90	  0.0
JFK	2015-06-08 16:51	22.20	  0.0
LGA	2015-06-08 17:51	25.00	  0.0
JFK	2015-06-08 17:51	22.20	  0.0
NYC	2015-06-08 17:51	26.10	  0.0
LGA	2015-06-08 18:51	23.30	  0.0
NYC	2015-06-08 18:51	25.60	  0.0
JFK	2015-06-08 18:51	22.20	  0.0
NYC	2015-06-08 19:51	25.00	  0.0
LGA	2015-06-08 19:51	23.90	  0.0
JFK	2015-06-08 19:51	22.20	  0.0
NYC	2015-06-08 20:51	24.40	  0.0
LGA	2015-06-08 20:51	23.90	  0.0
JFK	2015-06-08 20:51	21.70	  0.0
NYC	2015-06-08 21:51	23.90	  0.0
JFK	2015-06-08 21:51	21.10	  0.0
LGA	2015-06-08 21:51	22.80	  0.0
LGA	2015-06-08 22:51	22.20	  0.0
NYC	2015-06-08 22:51	23.30	  0.0
JFK	2015-06-08 22:51	20.00	  0.0
JFK	2015-06-08 23:51	20.00	  0.0
NYC	2015-06-08 23:51	22.20	  0.0
LGA	2015-06-08 23:51	21.10	  0.0
NYC	2015-06-09 00:51	22.20	  0.0
JFK	2015-06-09 00:51	19.40	  0.0
LGA	2015-06-09 00:51	21.10	  0.0
JFK	2015-06-09 01:51	19.40	  0.0
LGA	2015-06-09 01:51	24.40	  0.0
NYC	2015-06-09 01:51	22.20	  0.0
JFK	2015-06-09 02:51	19.40	  0.0
LGA	2015-06-09 02:51	21.70	 0.29
NYC	2015-06-09 02:51	21.10	 0.29
JFK	2015-06-09 03:51	19.40	  0.0
NYC	2015-06-09 03:51	20.60	  0.6
LGA	2015-06-09 03:51	21.10	 0.29
JFK	2015-06-09 04:51	18.90	  0.6
LGA	2015-06-09 04:51	20.60	  0.6
NYC	2015-06-09 04:51	20.60	  0.6
LGA	2015-06-09 05:51	20.00	 0.29
JFK	2015-06-09 05:51	18.90	  0.0
NYC	2015-06-09 05:51	20.00	 0.29
JFK	2015-06-09 06:51	18.90	  0.0
NYC	2015-06-09 06:51	20.60	  0.0
LGA	2015-06-09 06:51	19.40	  0.0
JFK	2015-06-09 07:51	18.90	  0.0
NYC	2015-06-09 07:51	20.00	  0.0
LGA	2015-06-09 07:51	20.00	  0.0
NYC	2015-06-09 08:18	20.00	  0.0
LGA	2015-06-09 08:21	20.00	  0.0
JFK	2015-06-09 08:35	18.00	  0.0
NYC	2015-06-09 08:36	20.00	  0.0
LGA	2015-06-09 08:44	19.00	  0.0
LGA	2015-06-09 08:51	19.40	  0.0
NYC	2015-06-09 08:51	20.60	  0.0
JFK	2015-06-09 08:51	18.30	  0.0
LGA	2015-06-09 08:58	19.00	  0.0
NYC	2015-06-09 09:28	20.60	  0.0
NYC	2015-06-09 09:51	21.10	  0.0
JFK	2015-06-09 09:51	18.30	  0.0
LGA	2015-06-09 09:51	19.40	  0.0
NYC	2015-06-09 09:58	20.60	  0.0
JFK	2015-06-09 10:18	18.00	  0.0
NYC	2015-06-09 10:22	20.60	  0.0
JFK	2015-06-09 10:30	19.00	  0.0
LGA	2015-06-09 10:51	19.40	  0.0
JFK	2015-06-09 10:51	18.30	  0.0
NYC	2015-06-09 10:51	21.10	  0.0
NYC	2015-06-09 10:58	21.10	  0.0
LGA	2015-06-09 11:09	20.00	  0.0
JFK	2015-06-09 11:30	19.00	  0.0
JFK	2015-06-09 11:51	18.90	  0.0
NYC	2015-06-09 11:51	21.10	  0.0
LGA	2015-06-09 11:51	20.00	  0.0
NYC	2015-06-09 12:23	21.10	  0.0
NYC	2015-06-09 12:44	21.10	  0.0
NYC	2015-06-09 12:51	21.70	  0.0
LGA	2015-06-09 12:51	21.70	  0.0
JFK	2015-06-09 12:51	19.40	  0.0
JFK	2015-06-09 13:51	18.90	  0.0
LGA	2015-06-09 13:51	21.70	  0.0
NYC	2015-06-09 13:51	21.70	  0.0
JFK	2015-06-09 14:51	20.00	  0.0
LGA	2015-06-09 14:51	22.80	  0.0
NYC	2015-06-09 14:51	22.80	  0.0
NYC	2015-06-09 15:08	22.80	  0.0
NYC	2015-06-09 15:20	23.90	  0.0
JFK	2015-06-09 15:35	23.00	  0.0
LGA	2015-06-09 15:48	24.00	  0.0
JFK	2015-06-09 15:51	23.30	  0.0
LGA	2015-06-09 15:51	24.40	  0.0
NYC	2015-06-09 15:51	25.00	  0.0
LGA	2015-06-09 16:51	26.10	  0.0
JFK	2015-06-09 16:51	25.00	  0.0
NYC	2015-06-09 16:51	25.60	  0.0
NYC	2015-06-09 16:59	25.60	  0.0
NYC	2015-06-09 17:06	25.00	  0.0
LGA	2015-06-09 17:51	26.70	  0.0
NYC	2015-06-09 17:51	26.70	  0.0
JFK	2015-06-09 17:51	24.40	  0.0
NYC	2015-06-09 18:51	26.70	  0.0
LGA	2015-06-09 18:51	26.70	  0.0
JFK	2015-06-09 18:51	23.90	  0.0
LGA	2015-06-09 19:51	28.30	  0.0
JFK	2015-06-09 19:51	23.30	  0.0
NYC	2015-06-09 19:51	27.80	  0.0
JFK	2015-06-09 20:51	24.40	  0.0
NYC	2015-06-09 20:51	27.80	  0.0
LGA	2015-06-09 20:51	29.40	  0.0
LGA	2015-06-09 21:51	28.90	  0.0
NYC	2015-06-09 21:51	27.20	  0.0
JFK	2015-06-09 21:51	28.90	  0.0
LGA	2015-06-09 22:51	27.80	  0.0
NYC	2015-06-09 22:51	27.20	  0.0
JFK	2015-06-09 22:51	28.90	  0.0
JFK	2015-06-09 23:51	27.80	  0.0
LGA	2015-06-09 23:51	26.10	  0.0
NYC	2015-06-09 23:51	26.10	  0.0
LGA	2015-06-10 00:51	25.00	  0.0
JFK	2015-06-10 00:51	26.70	  0.0
NYC	2015-06-10 00:51	25.60	  0.0
LGA	2015-06-10 01:51	23.30	  0.0
JFK	2015-06-10 01:51	25.60	  0.0
NYC	2015-06-10 01:51	23.90	  0.0
JFK	2015-06-10 02:51	24.40	  0.0
LGA	2015-06-10 02:51	23.90	  0.0
NYC	2015-06-10 02:51	22.80	  0.0
NYC	2015-06-10 03:51	21.70	  0.0
JFK	2015-06-10 03:51	23.90	  0.0
LGA	2015-06-10 03:51	22.20	  0.0
NYC	2015-06-10 04:51	21.70	  0.0
JFK	2015-06-10 04:51	22.80	  0.0
LGA	2015-06-10 04:51	21.10	  0.0
LGA	2015-06-10 05:51	21.10	  0.0
JFK	2015-06-10 05:51	21.70	  0.0
NYC	2015-06-10 05:51	21.10	  0.0
NYC	2015-06-10 06:51	20.00	  0.0
LGA	2015-06-10 06:51	20.00	  0.0
JFK	2015-06-10 06:51	20.60	  0.0
NYC	2015-06-10 07:51	20.00	  0.0
LGA	2015-06-10 07:51	20.00	  0.0
JFK	2015-06-10 07:51	20.00	  0.0
JFK	2015-06-10 08:51	18.90	  0.0
LGA	2015-06-10 08:51	19.40	  0.0
NYC	2015-06-10 08:51	19.40	  0.0
NYC	2015-06-10 09:51	18.90	  0.0
LGA	2015-06-10 09:51	19.40	  0.0
JFK	2015-06-10 09:51	19.40	  0.0
NYC	2015-06-10 10:51	19.40	  0.0
LGA	2015-06-10 10:51	20.00	  0.0
JFK	2015-06-10 10:51	21.10	  0.0
NYC	2015-06-10 11:51	20.60	  0.0
JFK	2015-06-10 11:51	22.20	  0.0
LGA	2015-06-10 11:51	20.60	  0.0
LGA	2015-06-10 12:51	21.10	  0.0
JFK	2015-06-10 12:51	22.20	  0.0
NYC	2015-06-10 12:51	21.10	  0.0
NYC	2015-06-10 13:51	22.80	  0.0
LGA	2015-06-10 13:51	23.30	  0.0
JFK	2015-06-10 13:51	23.30	  0.0
JFK	2015-06-10 14:51	23.90	  0.0
NYC	2015-06-10 14:51	24.40	  0.0
LGA	2015-06-10 14:51	24.40	  0.0
LGA	2015-06-10 15:51	26.10	  0.0
JFK	2015-06-10 15:51	25.60	  0.0
NYC	2015-06-10 15:51	25.60	  0.0
JFK	2015-06-10 16:51	26.10	  0.0
LGA	2015-06-10 16:51	26.70	  0.0
NYC	2015-06-10 16:51	26.70	  0.0
JFK	2015-06-10 17:51	25.60	  0.0
NYC	2015-06-10 17:51	27.80	  0.0
LGA	2015-06-10 17:51	27.20	  0.0
LGA	2015-06-10 18:51	27.20	  0.0
JFK	2015-06-10 18:51	25.00	  0.0
NYC	2015-06-10 18:51	27.20	  0.0
NYC	2015-06-10 19:51	25.00	  0.0
JFK	2015-06-10 19:51	24.40	  0.0
LGA	2015-06-10 19:51	25.60	  0.0
JFK	2015-06-10 20:51	24.40	  0.0
NYC	2015-06-10 20:51	26.10	  0.0
LGA	2015-06-10 20:51	26.70	  0.0
JFK	2015-06-10 21:51	22.80	  0.0
NYC	2015-06-10 21:51	26.70	  0.0
LGA	2015-06-10 21:51	26.70	  0.0
NYC	2015-06-10 22:51	26.10	  0.0
LGA	2015-06-10 22:51	25.00	  0.0
JFK	2015-06-10 22:51	22.20	  0.0
JFK	2015-06-10 23:51	21.10	  0.0
NYC	2015-06-10 23:51	25.00	  0.0
LGA	2015-06-10 23:51	25.00	  0.0
JFK	2015-06-11 00:51	20.60	  0.0
NYC	2015-06-11 00:51	25.00	  0.0
LGA	2015-06-11 00:51	25.00	  0.0
LGA	2015-06-11 01:51	26.10	  0.0
JFK	2015-06-11 01:51	20.60	  0.0
NYC	2015-06-11 01:51	25.00	  0.0
NYC	2015-06-11 02:51	24.40	  0.0
JFK	2015-06-11 02:51	21.10	  0.0
LGA	2015-06-11 02:51	25.60	  0.0
NYC	2015-06-11 03:51	24.40	  0.0
LGA	2015-06-11 03:51	24.40	  0.0
JFK	2015-06-11 03:51	22.80	  0.0
JFK	2015-06-11 04:51	21.70	  0.0
NYC	2015-06-11 04:51	23.30	  0.0
LGA	2015-06-11 04:51	23.90	  0.0
JFK	2015-06-11 05:51	20.60	  0.0
LGA	2015-06-11 05:51	23.90	  0.0
NYC	2015-06-11 05:51	22.80	  0.0
JFK	2015-06-11 06:51	20.60	  0.0
LGA	2015-06-11 06:51	22.80	  0.0
NYC	2015-06-11 06:51	22.80	  0.0
NYC	2015-06-11 07:51	22.80	  0.0
LGA	2015-06-11 07:51	23.30	  0.0
JFK	2015-06-11 07:51	20.00	  0.0
LGA	2015-06-11 08:51	22.80	  0.0
JFK	2015-06-11 08:51	19.40	  0.0
NYC	2015-06-11 08:51	22.80	  0.0
LGA	2015-06-11 09:51	22.20	  0.0
NYC	2015-06-11 09:51	22.20	  0.0
JFK	2015-06-11 09:51	20.00	  0.0
NYC	2015-06-11 10:51	22.80	  0.0
LGA	2015-06-11 10:51	22.80	  0.0
JFK	2015-06-11 10:51	21.10	  0.0
LGA	2015-06-11 11:51	23.30	  0.0
JFK	2015-06-11 11:51	21.10	  0.0
NYC	2015-06-11 11:51	23.30	  0.0
JFK	2015-06-11 12:51	22.80	  0.0
LGA	2015-06-11 12:51	23.90	  0.0
NYC	2015-06-11 12:51	23.90	  0.0
NYC	2015-06-11 13:51	25.00	  0.0
LGA	2015-06-11 13:51	25.60	  0.0
JFK	2015-06-11 13:51	24.40	  0.0
NYC	2015-06-11 14:51	26.70	  0.0
LGA	2015-06-11 14:51	27.80	  0.0
JFK	2015-06-11 14:51	27.20	  0.0
LGA	2015-06-11 15:51	29.40	  0.0
JFK	2015-06-11 15:51	29.40	  0.0
NYC	2015-06-11 15:51	28.90	  0.0
NYC	2015-06-11 16:51	30.60	  0.0
LGA	2015-06-11 16:51	31.10	  0.0
JFK	2015-06-11 16:51	29.40	  0.0
JFK	2015-06-11 17:51	29.40	  0.0
LGA	2015-06-11 17:51	30.60	  0.0
NYC	2015-06-11 17:51	29.40	  0.0
JFK	2015-06-11 18:51	27.20	  0.0
NYC	2015-06-11 18:51	31.10	  0.0
LGA	2015-06-11 18:51	32.20	  0.0
LGA	2015-06-11 19:51	32.80	  0.0
JFK	2015-06-11 19:51	27.80	  0.0
NYC	2015-06-11 19:51	31.70	  0.0
JFK	2015-06-11 20:51	27.80	  0.0
NYC	2015-06-11 20:51	31.70	  0.0
LGA	2015-06-11 20:51	32.80	  0.0
NYC	2015-06-11 21:51	31.10	  0.0
LGA	2015-06-11 21:51	32.80	  0.0
JFK	2015-06-11 21:51	26.70	  0.0
LGA	2015-06-11 22:51	32.80	  0.0
NYC	2015-06-11 22:51	31.70	  0.0
JFK	2015-06-11 22:51	25.00	  0.0
NYC	2015-06-11 23:51	30.60	  0.0
JFK	2015-06-11 23:51	24.40	  0.0
LGA	2015-06-11 23:51	32.20	  0.0
JFK	2015-06-12 00:51	23.30	  0.0
NYC	2015-06-12 00:51	30.60	  0.0
LGA	2015-06-12 00:51	31.70	  0.0
LGA	2015-06-12 01:51	31.70	  0.0
JFK	2015-06-12 01:51	23.30	  0.0
NYC	2015-06-12 01:51	30.60	  0.0
JFK	2015-06-12 02:51	23.90	  0.0
NYC	2015-06-12 02:51	29.40	  0.0
LGA	2015-06-12 02:51	30.00	  0.0
LGA	2015-06-12 03:51	30.00	  0.0
JFK	2015-06-12 03:51	25.00	  0.0
NYC	2015-06-12 03:51	28.90	  0.0
NYC	2015-06-12 04:51	28.30	  0.0
LGA	2015-06-12 04:51	29.40	  0.0
JFK	2015-06-12 04:51	24.40	  0.0
NYC	2015-06-12 05:51	27.80	  0.0
LGA	2015-06-12 05:51	26.70	  0.0
JFK	2015-06-12 05:51	25.00	  0.0
LGA	2015-06-12 06:51	25.00	  0.0
NYC	2015-06-12 06:51	26.70	  0.0
JFK	2015-06-12 06:51	22.80	  0.0
LGA	2015-06-12 07:51	23.90	  0.0
NYC	2015-06-12 07:51	25.00	  0.0
JFK	2015-06-12 07:51	24.40	  0.0
LGA	2015-06-12 08:51	22.80	  0.0
NYC	2015-06-12 08:51	24.40	  0.0
JFK	2015-06-12 08:51	23.90	  0.0
LGA	2015-06-12 09:51	22.20	  0.0
JFK	2015-06-12 09:51	23.30	  0.0
NYC	2015-06-12 09:51	23.90	  0.0
JFK	2015-06-12 10:51	24.40	  0.0
NYC	2015-06-12 10:51	23.90	  0.0
LGA	2015-06-12 10:51	22.80	  0.0
LGA	2015-06-12 11:51	22.80	  0.0
JFK	2015-06-12 11:51	25.60	  0.0
NYC	2015-06-12 11:51	24.40	  0.0
JFK	2015-06-12 12:51	26.70	  0.0
LGA	2015-06-12 12:51	23.30	  0.0
NYC	2015-06-12 12:51	24.40	  0.0
NYC	2015-06-12 13:51	25.60	  0.0
JFK	2015-06-12 13:51	28.30	  0.0
LGA	2015-06-12 13:51	24.40	  0.0
LGA	2015-06-12 14:51	26.10	  0.0
JFK	2015-06-12 14:51	29.40	  0.0
NYC	2015-06-12 14:51	26.70	  0.0
JFK	2015-06-12 15:51	28.30	  0.0
NYC	2015-06-12 15:51	27.80	  0.0
LGA	2015-06-12 15:51	26.10	  0.0
JFK	2015-06-12 16:51	27.80	  0.0
NYC	2015-06-12 16:51	28.90	  0.0
LGA	2015-06-12 16:51	26.10	  0.0
JFK	2015-06-12 17:51	28.30	  0.0
LGA	2015-06-12 17:51	26.70	  0.0
NYC	2015-06-12 17:51	31.10	  0.0
NYC	2015-06-12 18:51	30.00	  0.0
LGA	2015-06-12 18:51	29.40	  0.0
JFK	2015-06-12 18:51	27.20	  0.0
NYC	2015-06-12 19:51	28.90	  0.0
JFK	2015-06-12 19:51	26.10	  0.0
LGA	2015-06-12 19:51	30.60	  0.0
JFK	2015-06-12 20:51	25.60	  0.0
NYC	2015-06-12 20:51	28.90	  0.0
LGA	2015-06-12 20:51	28.30	  0.0
LGA	2015-06-12 21:51	27.80	  0.0
JFK	2015-06-12 21:51	26.10	  0.0
NYC	2015-06-12 21:51	27.80	  0.0
JFK	2015-06-12 22:51	24.40	  0.0
LGA	2015-06-12 22:51	29.40	  0.0
NYC	2015-06-12 22:51	28.30	  0.0
JFK	2015-06-12 23:51	24.40	  0.0
NYC	2015-06-12 23:51	29.40	  0.0
LGA	2015-06-12 23:51	27.80	  0.0
NYC	2015-06-13 00:51	30.00	  0.0
JFK	2015-06-13 00:51	23.30	  0.0
LGA	2015-06-13 00:51	27.80	  0.0
JFK	2015-06-13 01:51	22.80	  0.0
LGA	2015-06-13 01:51	28.90	  0.0
NYC	2015-06-13 01:51	29.40	  0.0
LGA	2015-06-13 02:51	28.90	  0.0
JFK	2015-06-13 02:51	21.70	  0.0
NYC	2015-06-13 02:51	28.90	  0.0
LGA	2015-06-13 03:51	28.90	  0.0
NYC	2015-06-13 03:51	28.30	  0.0
JFK	2015-06-13 03:51	22.20	  0.0
JFK	2015-06-13 04:51	21.70	  0.0
LGA	2015-06-13 04:51	27.80	  0.0
NYC	2015-06-13 04:51	28.30	  0.0
NYC	2015-06-13 05:51	27.80	  0.0
LGA	2015-06-13 05:51	28.30	  0.0
JFK	2015-06-13 05:51	22.80	  0.0
NYC	2015-06-13 06:51	27.20	  0.0
JFK	2015-06-13 06:51	26.10	  0.0
LGA	2015-06-13 06:51	27.80	  0.0
LGA	2015-06-13 07:51	26.70	  0.0
NYC	2015-06-13 07:51	26.70	  0.0
JFK	2015-06-13 07:51	26.10	  0.0
LGA	2015-06-13 08:51	25.60	  0.0
JFK	2015-06-13 08:51	26.10	  0.0
NYC	2015-06-13 08:51	26.10	  0.0
JFK	2015-06-13 09:51	25.00	  0.0
LGA	2015-06-13 09:51	25.00	  0.0
NYC	2015-06-13 09:51	25.60	  0.0
JFK	2015-06-13 10:51	26.10	  0.0
LGA	2015-06-13 10:51	24.40	  0.0
NYC	2015-06-13 10:51	25.00	  0.0
NYC	2015-06-13 11:12	25.00	  0.0
JFK	2015-06-13 11:51	27.20	  0.0
LGA	2015-06-13 11:51	25.00	  0.0
NYC	2015-06-13 11:51	25.00	  0.0
NYC	2015-06-13 12:51	25.00	  0.0
JFK	2015-06-13 12:51	26.70	  0.0
LGA	2015-06-13 12:51	24.40	  0.0
NYC	2015-06-13 13:51	25.60	  0.0
JFK	2015-06-13 13:51	27.20	  0.0
LGA	2015-06-13 13:51	24.40	  0.0
LGA	2015-06-13 14:51	23.90	  0.0
JFK	2015-06-13 14:51	26.70	  0.0
NYC	2015-06-13 14:51	25.00	  0.0
NYC	2015-06-13 15:51	26.70	  0.0
JFK	2015-06-13 15:51	27.80	  0.0
LGA	2015-06-13 15:51	25.60	  0.0
NYC	2015-06-13 16:51	27.80	  0.0
LGA	2015-06-13 16:51	26.70	  0.0
JFK	2015-06-13 16:51	29.40	  0.0
JFK	2015-06-13 17:51	29.40	  0.0
LGA	2015-06-13 17:51	27.20	  0.0
NYC	2015-06-13 17:51	29.40	  0.0
NYC	2015-06-13 18:51	29.40	  0.0
JFK	2015-06-13 18:51	30.60	  0.0
LGA	2015-06-13 18:51	28.30	  0.0
LGA	2015-06-13 19:51	28.30	  0.0
NYC	2015-06-13 19:51	29.40	  0.0
JFK	2015-06-13 19:51	30.60	  0.0
JFK	2015-06-13 20:51	30.00	  0.0
NYC	2015-06-13 20:51	28.90	  0.0
LGA	2015-06-13 20:51	28.30	  0.0
JFK	2015-06-13 21:51	30.00	  0.0
NYC	2015-06-13 21:51	27.80	  0.0
LGA	2015-06-13 21:51	28.30	  0.0
LGA	2015-06-13 22:51	27.80	  0.0
NYC	2015-06-13 22:51	27.80	  0.0
JFK	2015-06-13 22:51	28.90	  0.0
JFK	2015-06-13 23:51	28.30	  0.0
NYC	2015-06-13 23:51	27.20	  0.0
LGA	2015-06-13 23:51	27.20	  0.0
JFK	2015-06-14 00:51	24.40	  0.0
NYC	2015-06-14 00:51	26.70	  0.0
LGA	2015-06-14 00:51	26.10	  0.0
JFK	2015-06-14 01:51	21.70	  0.0
LGA	2015-06-14 01:51	26.10	  0.0
NYC	2015-06-14 01:51	24.40	  0.0
JFK	2015-06-14 02:51	20.60	  0.0
NYC	2015-06-14 02:51	24.40	  0.0
LGA	2015-06-14 02:51	24.40	  0.0
LGA	2015-06-14 03:51	22.80	  0.0
JFK	2015-06-14 03:51	20.00	  0.0
NYC	2015-06-14 03:51	22.80	  0.0
LGA	2015-06-14 04:51	22.20	  0.0
JFK	2015-06-14 04:51	20.00	  0.0
NYC	2015-06-14 04:51	22.80	  0.0
NYC	2015-06-14 05:51	22.20	  0.0
LGA	2015-06-14 05:51	22.20	  0.0
JFK	2015-06-14 05:51	19.40	  0.0
JFK	2015-06-14 06:51	19.40	  0.0
NYC	2015-06-14 06:51	22.80	  0.0
LGA	2015-06-14 06:51	22.20	  0.0
LGA	2015-06-14 07:51	21.70	  0.0
NYC	2015-06-14 07:51	22.80	  0.0
JFK	2015-06-14 07:51	20.00	  0.0
LGA	2015-06-14 08:51	20.00	  0.0
NYC	2015-06-14 08:51	21.70	  0.0
JFK	2015-06-14 08:51	19.40	  0.0
LGA	2015-06-14 09:51	20.00	  0.0
NYC	2015-06-14 09:51	22.20	  0.0
JFK	2015-06-14 09:51	19.40	  0.0
LGA	2015-06-14 10:51	20.60	  0.0
NYC	2015-06-14 10:51	22.20	  0.0
JFK	2015-06-14 10:51	20.60	  0.0
LGA	2015-06-14 11:51	22.20	  0.0
JFK	2015-06-14 11:51	23.30	  0.0
NYC	2015-06-14 11:51	23.90	  0.0
NYC	2015-06-14 12:51	25.60	  0.0
JFK	2015-06-14 12:51	25.60	  0.0
LGA	2015-06-14 12:51	24.40	  0.0
JFK	2015-06-14 13:51	26.70	  0.0
LGA	2015-06-14 13:51	24.40	  0.0
NYC	2015-06-14 13:51	25.60	  0.0
NYC	2015-06-14 14:51	26.70	  0.0
LGA	2015-06-14 14:51	26.70	  0.0
JFK	2015-06-14 14:51	26.70	  0.0
JFK	2015-06-14 15:51	28.30	  0.0
NYC	2015-06-14 15:51	28.90	  0.0
LGA	2015-06-14 15:51	27.80	  0.0
LGA	2015-06-14 16:51	28.90	  0.0
JFK	2015-06-14 16:51	28.30	  0.0
NYC	2015-06-14 16:51	30.60	  0.0
LGA	2015-06-14 17:51	29.40	  0.0
NYC	2015-06-14 17:51	30.00	  0.0
JFK	2015-06-14 17:51	28.90	  0.0
LGA	2015-06-14 18:51	30.00	  0.0
JFK	2015-06-14 18:51	28.90	  0.0
NYC	2015-06-14 18:51	30.00	  0.0
LGA	2015-06-14 19:51	29.40	  0.0
NYC	2015-06-14 19:51	28.30	  0.0
JFK	2015-06-14 19:51	27.80	  0.0
JFK	2015-06-14 20:51	26.10	  0.0
NYC	2015-06-14 20:51	27.80	  0.0
LGA	2015-06-14 20:51	28.30	  0.0
NYC	2015-06-14 21:51	26.70	  0.0
LGA	2015-06-14 21:51	27.20	  0.0
JFK	2015-06-14 21:51	25.60	  0.0
NYC	2015-06-14 22:51	26.70	  0.0
JFK	2015-06-14 22:51	23.90	  0.0
LGA	2015-06-14 22:51	26.10	  0.0
LGA	2015-06-14 23:51	25.60	  0.0
JFK	2015-06-14 23:51	23.30	  0.0
NYC	2015-06-14 23:51	26.10	  0.0
LGA	2015-06-15 00:51	24.40	  0.0
NYC	2015-06-15 00:51	25.00	  0.0
JFK	2015-06-15 00:51	22.80	  0.0
